profile,temperature_C,feature_name,feature_group,n_samples,duration_s,sampling_interval_median_s,detrend_type,low_frequency_energy_fraction,mid_frequency_energy_fraction,high_frequency_energy_fraction,spectral_centroid_cycles_per_sample,median_frequency_cycles_per_sample,frequency_at_90_percent_cumulative_power,reference_raw_signal,high_frequency_energy_reduction_vs_reference_percent,source_file,feature_column_used
DST,0.0,Corrected voltage,corrected_voltage,9527,9608.00446,1.0155100000010862,constant,0.9240343656888038,0.07435983786702226,0.0016057964441738696,0.002159429728168707,0.0009765625,0.00390625,V_raw,99.57760197065029,NMC_0C_DST.csv,V_corr_raw
DST,0.0,Corrected voltage,corrected_voltage,9527,9608.00446,1.0155100000010862,linear,0.809278774042158,0.186705716496056,0.004015509461786269,0.003851349415452939,0.0029296875,0.005859375,V_raw,98.95119062692525,NMC_0C_DST.csv,V_corr_raw
DST,0.0,Raw current,raw_current,9527,9608.00446,1.0155100000010862,constant,0.15859255375077572,0.3865983654610472,0.45480908078817706,0.03750967501119787,0.0185546875,0.076171875,I_raw,0.0,NMC_0C_DST.csv,I_raw
DST,0.0,Raw current,raw_current,9527,9608.00446,1.0155100000010862,linear,0.15844555542678002,0.386682825441674,0.45487161913154595,0.03751414914549247,0.0185546875,0.076171875,I_raw,0.0,NMC_0C_DST.csv,I_raw
DST,0.0,Short voltage EMA,voltage_ema,9527,9608.00446,1.0155100000010862,constant,0.9820265380792842,0.017939055375896823,3.440654481921061e-05,0.0015200134906349176,0.0009765625,0.0029296875,V_corr_raw,97.85735328135493,NMC_0C_DST.csv,V_corr_raw_ema50
DST,0.0,Short voltage EMA,voltage_ema,9527,9608.00446,1.0155100000010862,linear,0.9251741564705626,0.07468244741353276,0.00014339611590464776,0.003094506686020244,0.0029296875,0.0048828125,V_corr_raw,96.42894339387612,NMC_0C_DST.csv,V_corr_raw_ema50
DST,0.0,Mid voltage EMA,voltage_ema,9527,9608.00446,1.0155100000010862,constant,0.9981449965516315,0.0018521933171038432,2.8101312644290835e-06,0.0011022199871203182,0.0009765625,0.0009765625,V_corr_raw,99.82500077923171,NMC_0C_DST.csv,V_corr_raw_ema200
DST,0.0,Mid voltage EMA,voltage_ema,9527,9608.00446,1.0155100000010862,linear,0.9573870674772745,0.04254688046779681,6.605205492881326e-05,0.0028152649592455095,0.0029296875,0.00390625,V_corr_raw,98.3550765959488,NMC_0C_DST.csv,V_corr_raw_ema200
DST,0.0,Long voltage EMA,voltage_ema,9527,9608.00446,1.0155100000010862,constant,0.9997868667769508,0.00021283105297533104,3.021700737410646e-07,0.001036601112740951,0.0009765625,0.0009765625,V_corr_raw,99.9811825418572,NMC_0C_DST.csv,V_corr_raw_ema800
DST,0.0,Long voltage EMA,voltage_ema,9527,9608.00446,1.0155100000010862,linear,0.9830726690757582,0.016901400611091303,2.5930313150322023e-05,0.001813821612404648,0.0009765625,0.0029296875,V_corr_raw,99.35424599550595,NMC_0C_DST.csv,V_corr_raw_ema800
DST,0.0,Short current EMA,current_ema,9527,9608.00446,1.0155100000010862,constant,0.5748180709261553,0.39692661284522285,0.02825531622862176,0.005801175519533579,0.0048828125,0.0087890625,I_raw,93.78743357989781,NMC_0C_DST.csv,I_raw_ema50
DST,0.0,Short current EMA,current_ema,9527,9608.00446,1.0155100000010862,linear,0.574248568589058,0.3974629935995699,0.028288437811372167,0.005804340362821028,0.0048828125,0.0087890625,I_raw,93.78100619568632,NMC_0C_DST.csv,I_raw_ema50
DST,0.0,Long current EMA,current_ema,9527,9608.00446,1.0155100000010862,constant,0.6972651355999231,0.2856108608957534,0.017124003504323557,0.0047998591652789885,0.0029296875,0.0087890625,I_raw,96.23490290153222,NMC_0C_DST.csv,I_raw_ema200
DST,0.0,Long current EMA,current_ema,9527,9608.00446,1.0155100000010862,linear,0.6941976651510683,0.2885132931371506,0.017289041711781264,0.00483319108537515,0.0029296875,0.0087890625,I_raw,96.19913817775881,NMC_0C_DST.csv,I_raw_ema200
DST,0.0,Short abs-current EMA,abs_current_ema,9527,9608.00446,1.0155100000010862,constant,0.7068224394505953,0.2848159620348755,0.008361598514529028,0.004676585741531561,0.0029296875,0.0078125,I_raw,98.16151460739559,NMC_0C_DST.csv,absI_ema50
DST,0.0,Short abs-current EMA,abs_current_ema,9527,9608.00446,1.0155100000010862,linear,0.7063747720990892,0.28525270807773917,0.008372519823171772,0.004678423270963712,0.0029296875,0.0078125,I_raw,98.15936640778847,NMC_0C_DST.csv,absI_ema50
DST,0.0,Long abs-current EMA,abs_current_ema,9527,9608.00446,1.0155100000010862,constant,0.8062322950172284,0.18914616078776686,0.004621544195004653,0.003938393972508139,0.0029296875,0.005859375,I_raw,98.98384962169277,NMC_0C_DST.csv,absI_ema200
DST,0.0,Long abs-current EMA,abs_current_ema,9527,9608.00446,1.0155100000010862,linear,0.8036297113555522,0.1916898119539392,0.004680476690508533,0.003972837250432671,0.0029296875,0.005859375,I_raw,98.97103347545739,NMC_0C_DST.csv,absI_ema200
DST,0.0,Voltage EMA deviation 50,ema_deviation,9527,9608.00446,1.0155100000010862,constant,0.6998306102178483,0.2924726781667866,0.007696711615365143,0.004553536162297665,0.0029296875,0.0078125,V_corr_raw,-379.308049490971,NMC_0C_DST.csv,V_corr_raw_dev_ema50
DST,0.0,Voltage EMA deviation 50,ema_deviation,9527,9608.00446,1.0155100000010862,linear,0.6983742349739442,0.2938951550203118,0.0077306100057439485,0.004564661726199992,0.0029296875,0.0078125,V_corr_raw,-92.51878446091482,NMC_0C_DST.csv,V_corr_raw_dev_ema50
DST,0.0,Voltage EMA deviation 200,ema_deviation,9527,9608.00446,1.0155100000010862,constant,0.798786780127086,0.1969057421779255,0.00430747769498829,0.003914083889069549,0.0029296875,0.005859375,V_corr_raw,-168.24556192141452,NMC_0C_DST.csv,V_corr_raw_dev_ema200
DST,0.0,Voltage EMA deviation 200,ema_deviation,9527,9608.00446,1.0155100000010862,linear,0.7971413018515422,0.19851890947081843,0.00433978867763942,0.003932541633589944,0.0029296875,0.005859375,V_corr_raw,-8.075668079957593,NMC_0C_DST.csv,V_corr_raw_dev_ema200
DST,0.0,Voltage EMA deviation 800,ema_deviation,9527,9608.00446,1.0155100000010862,constant,0.8275365941466882,0.16882175043099598,0.0036416554223157424,0.003576536748840816,0.0029296875,0.005859375,V_corr_raw,-126.7818835649033,NMC_0C_DST.csv,V_corr_raw_dev_ema800
DST,0.0,Voltage EMA deviation 800,ema_deviation,9527,9608.00446,1.0155100000010862,linear,0.8096377571591157,0.1863489700027133,0.004013272838171172,0.003834160334380789,0.0029296875,0.005859375,V_corr_raw,0.05569962258542892,NMC_0C_DST.csv,V_corr_raw_dev_ema800
DST,0.0,Current EMA deviation 50,ema_deviation,9527,9608.00446,1.0155100000010862,constant,0.0974162807269463,0.3851102313271713,0.5174734879458823,0.042167644015892694,0.021484375,0.0791015625,I_raw,-13.778178537928229,NMC_0C_DST.csv,I_raw_dev_ema50
DST,0.0,Current EMA deviation 50,ema_deviation,9527,9608.00446,1.0155100000010862,linear,0.09744356298717491,0.3851123005654915,0.5174441364473333,0.04216508112408951,0.021484375,0.0791015625,I_raw,-13.756082965838285,NMC_0C_DST.csv,I_raw_dev_ema50
DST,0.0,Current EMA deviation 200,ema_deviation,9527,9608.00446,1.0155100000010862,constant,0.1515591814348527,0.38784406104151037,0.46059675752363677,0.03794119653058148,0.0185546875,0.0771484375,I_raw,-1.2725508306539874,NMC_0C_DST.csv,I_raw_dev_ema200
DST,0.0,Current EMA deviation 200,ema_deviation,9527,9608.00446,1.0155100000010862,linear,0.15145271566370308,0.3879078060064989,0.4606394783297979,0.03794418287001327,0.0185546875,0.0771484375,I_raw,-1.2680191411511055,NMC_0C_DST.csv,I_raw_dev_ema200
DST,0.0,Abs-current EMA deviation 50,ema_deviation,9527,9608.00446,1.0155100000010862,constant,0.18690575639887622,0.49002040568864613,0.3230738379124776,0.03138662383398147,0.013671875,0.0673828125,I_raw,28.964954404033517,NMC_0C_DST.csv,absI_dev_ema50
DST,0.0,Abs-current EMA deviation 50,ema_deviation,9527,9608.00446,1.0155100000010862,linear,0.18679132143359706,0.4901041824189658,0.32310449614743714,0.03138894914624299,0.013671875,0.0673828125,I_raw,28.967980731724353,NMC_0C_DST.csv,absI_dev_ema50
DST,0.0,Abs-current EMA deviation 200,ema_deviation,9527,9608.00446,1.0155100000010862,constant,0.2808453934458319,0.4541152093622116,0.2650393971919566,0.026468195419901606,0.0087890625,0.056640625,I_raw,41.72513074438895,NMC_0C_DST.csv,absI_dev_ema200
DST,0.0,Abs-current EMA deviation 200,ema_deviation,9527,9608.00446,1.0155100000010862,linear,0.2804638457291842,0.45436850871804546,0.26516764555277017,0.026479593673520548,0.0087890625,0.056640625,I_raw,41.70494829749195,NMC_0C_DST.csv,absI_dev_ema200
US06,0.0,Raw voltage,raw_voltage,9482,9577.044880000001,1.0155400000003283,constant,0.08970095488049425,0.16978852196480929,0.7405105231546966,0.0800753363193486,0.03515625,0.248046875,V_raw,0.0,NMC_0C_US06.csv,V_raw
US06,0.0,Raw voltage,raw_voltage,9482,9577.044880000001,1.0155400000003283,linear,0.09461710108982326,0.16887270524387168,0.736510193666305,0.07965036711082389,0.03515625,0.24609375,V_raw,0.0,NMC_0C_US06.csv,V_raw
US06,0.0,Corrected voltage,corrected_voltage,9482,9577.044880000001,1.0155400000003283,constant,0.9844656039242099,0.01234969815919905,0.0031846979165911097,0.0014825809941529475,0.0009765625,0.001953125,V_raw,99.56993211885447,NMC_0C_US06.csv,V_corr_raw
US06,0.0,Corrected voltage,corrected_voltage,9482,9577.044880000001,1.0155400000003283,linear,0.9510327849130068,0.038882944671127635,0.01008427041586555,0.0025330844375465356,0.001953125,0.00390625,V_raw,98.63080368709268,NMC_0C_US06.csv,V_corr_raw
US06,0.0,Raw current,raw_current,9482,9577.044880000001,1.0155400000003283,constant,0.054186093838555556,0.1549782539925762,0.7908356521688682,0.09566079622283763,0.0419921875,0.3251953125,I_raw,0.0,NMC_0C_US06.csv,I_raw
US06,0.0,Raw current,raw_current,9482,9577.044880000001,1.0155400000003283,linear,0.057849867175939804,0.15437766231892197,0.7877724705051382,0.09529471045648605,0.0419921875,0.3232421875,I_raw,0.0,NMC_0C_US06.csv,I_raw
US06,0.0,Short voltage EMA,voltage_ema,9482,9577.044880000001,1.0155400000003283,constant,0.9985908693782969,0.0013649240690308188,4.420655267197653e-05,0.001195929811746288,0.0009765625,0.001953125,V_corr_raw,98.6119075080347,NMC_0C_US06.csv,V_corr_raw_ema50
US06,0.0,Short voltage EMA,voltage_ema,9482,9577.044880000001,1.0155400000003283,linear,0.9936765021625666,0.006114750160399689,0.00020874767703353136,0.0018568164177192126,0.001953125,0.0029296875,V_corr_raw,97.92996747979794,NMC_0C_US06.csv,V_corr_raw_ema50
US06,0.0,Mid voltage EMA,voltage_ema,9482,9577.044880000001,1.0155400000003283,constant,0.9998326921318639,0.00016419345180680888,3.114416329515375e-06,0.0010678986801002821,0.0009765625,0.0009765625,V_corr_raw,99.90220685254666,NMC_0C_US06.csv,V_corr_raw_ema200
US06,0.0,Mid voltage EMA,voltage_ema,9482,9577.044880000001,1.0155400000003283,linear,0.9978979520761433,0.0020406138496484798,6.143407420823466e-05,0.0017237718345127215,0.001953125,0.0029296875,V_corr_raw,99.39079307005116,NMC_0C_US06.csv,V_corr_raw_ema200
US06,0.0,Long voltage EMA,voltage_ema,9482,9577.044880000001,1.0155400000003283,constant,0.9999256244049719,7.404374407682794e-05,3.3185095148999035e-07,0.001035206741906073,0.0009765625,0.0009765625,V_corr_raw,99.98957982954173,NMC_0C_US06.csv,V_corr_raw_ema800
US06,0.0,Long voltage EMA,voltage_ema,9482,9577.044880000001,1.0155400000003283,linear,0.9986649998691653,0.0012968345461149386,3.81655847197022e-05,0.0015012505521104671,0.0009765625,0.001953125,V_corr_raw,99.62153350568964,NMC_0C_US06.csv,V_corr_raw_ema800
US06,0.0,Short current EMA,current_ema,9482,9577.044880000001,1.0155400000003283,constant,0.6865692106349682,0.21491763809883843,0.09851315126619341,0.0072032412807451675,0.0029296875,0.01953125,I_raw,87.54315754531034,NMC_0C_US06.csv,I_raw_ema50
US06,0.0,Short current EMA,current_ema,9482,9577.044880000001,1.0155400000003283,linear,0.7066806487155066,0.20112434795088877,0.09219500333360456,0.006814887850591894,0.0029296875,0.017578125,I_raw,88.29674724803637,NMC_0C_US06.csv,I_raw_ema50
US06,0.0,Long current EMA,current_ema,9482,9577.044880000001,1.0155400000003283,constant,0.8642873364444051,0.09545152038827509,0.0402611431673199,0.004087888864483282,0.001953125,0.0087890625,I_raw,94.90903791996433,NMC_0C_US06.csv,I_raw_ema200
US06,0.0,Long current EMA,current_ema,9482,9577.044880000001,1.0155400000003283,linear,0.8812591953303209,0.08350885099752024,0.03523195367215893,0.0037233094761078486,0.001953125,0.0078125,I_raw,95.52764852907751,NMC_0C_US06.csv,I_raw_ema200
US06,0.0,Short abs-current EMA,abs_current_ema,9482,9577.044880000001,1.0155400000003283,constant,0.6619448373525373,0.2037131433084363,0.1343420193390262,0.008586588902512647,0.00390625,0.0234375,I_raw,83.01265010364757,NMC_0C_US06.csv,absI_ema50
US06,0.0,Short abs-current EMA,abs_current_ema,9482,9577.044880000001,1.0155400000003283,linear,0.6767077262272462,0.1948059886479905,0.1284862851247632,0.008262216535230972,0.00390625,0.0234375,I_raw,83.68992444704563,NMC_0C_US06.csv,absI_ema50
US06,0.0,Long abs-current EMA,abs_current_ema,9482,9577.044880000001,1.0155400000003283,constant,0.8358427055082736,0.10288307402128288,0.061274220470443265,0.005052808318658579,0.001953125,0.01171875,I_raw,92.25196533535146,NMC_0C_US06.csv,absI_ema200
US06,0.0,Long abs-current EMA,abs_current_ema,9482,9577.044880000001,1.0155400000003283,linear,0.8525287294151493,0.09238499549065742,0.05508627509419292,0.004667278846167016,0.001953125,0.0087890625,I_raw,93.00733686988703,NMC_0C_US06.csv,absI_ema200
US06,0.0,Voltage EMA deviation 50,ema_deviation,9482,9577.044880000001,1.0155400000003283,constant,0.8404862370393952,0.12393778534112365,0.03557597761948102,0.004320557111375051,0.001953125,0.0087890625,V_corr_raw,-1017.0911198246844,NMC_0C_US06.csv,V_corr_raw_dev_ema50
US06,0.0,Voltage EMA deviation 50,ema_deviation,9482,9577.044880000001,1.0155400000003283,linear,0.8560318680150112,0.11186150949389989,0.032106622491088935,0.004013198825267935,0.001953125,0.0087890625,V_corr_raw,-218.3831964737448,NMC_0C_US06.csv,V_corr_raw_dev_ema50
US06,0.0,Voltage EMA deviation 200,ema_deviation,9482,9577.044880000001,1.0155400000003283,constant,0.9348512967755778,0.05165001915776391,0.013498684066658434,0.002878284396883795,0.001953125,0.00390625,V_corr_raw,-323.86073719379266,NMC_0C_US06.csv,V_corr_raw_dev_ema200
US06,0.0,Voltage EMA deviation 200,ema_deviation,9482,9577.044880000001,1.0155400000003283,linear,0.943980571693956,0.04441111572333163,0.011608312582712305,0.002639251936808082,0.001953125,0.00390625,V_corr_raw,-15.113063255909761,NMC_0C_US06.csv,V_corr_raw_dev_ema200
US06,0.0,Voltage EMA deviation 800,ema_deviation,9482,9577.044880000001,1.0155400000003283,constant,0.9453903281464013,0.04336246170149043,0.011247210152108205,0.0026639605073232073,0.001953125,0.00390625,V_corr_raw,-253.1641131020421,NMC_0C_US06.csv,V_corr_raw_dev_ema800
US06,0.0,Voltage EMA deviation 800,ema_deviation,9482,9577.044880000001,1.0155400000003283,linear,0.9530276409120311,0.03729334308547573,0.009679016002493329,0.0024741223895399234,0.001953125,0.00390625,V_corr_raw,4.0186785623542525,NMC_0C_US06.csv,V_corr_raw_dev_ema800
US06,0.0,Current EMA deviation 50,ema_deviation,9482,9577.044880000001,1.0155400000003283,constant,0.0205189777435297,0.1518291163374489,0.8276519059190214,0.10037218929383744,0.0439453125,0.3330078125,I_raw,-4.655360902000883,NMC_0C_US06.csv,I_raw_dev_ema50
US06,0.0,Current EMA deviation 50,ema_deviation,9482,9577.044880000001,1.0155400000003283,linear,0.021425886736335706,0.15168856905331835,0.8268855442103458,0.10028030615845529,0.0439453125,0.33203125,I_raw,-4.965021648970208,NMC_0C_US06.csv,I_raw_dev_ema50
US06,0.0,Current EMA deviation 200,ema_deviation,9482,9577.044880000001,1.0155400000003283,constant,0.048555487793315665,0.1553179978478466,0.7961265143588376,0.09631012213927725,0.0419921875,0.326171875,I_raw,-0.6690217082979552,NMC_0C_US06.csv,I_raw_dev_ema200
US06,0.0,Current EMA deviation 200,ema_deviation,9482,9577.044880000001,1.0155400000003283,linear,0.05148142810578207,0.15484115997548714,0.7936774119187309,0.09601738825313264,0.0419921875,0.326171875,I_raw,-0.7495744818051676,NMC_0C_US06.csv,I_raw_dev_ema200
US06,0.0,Abs-current EMA deviation 50,ema_deviation,9482,9577.044880000001,1.0155400000003283,constant,0.021360037356476333,0.09872629365013638,0.8799136689933872,0.11133728372709886,0.0478515625,0.365234375,I_raw,-11.263783642052855,NMC_0C_US06.csv,absI_dev_ema50
US06,0.0,Abs-current EMA deviation 50,ema_deviation,9482,9577.044880000001,1.0155400000003283,linear,0.022002881521914847,0.09866029848488529,0.8793368199931998,0.11126503676583316,0.0478515625,0.365234375,I_raw,-11.623197422645191,NMC_0C_US06.csv,absI_dev_ema50
US06,0.0,Abs-current EMA deviation 200,ema_deviation,9482,9577.044880000001,1.0155400000003283,constant,0.04216558657478618,0.10246798295604993,0.8553664304691639,0.10792601883719269,0.0458984375,0.3583984375,I_raw,-8.159821591669516,NMC_0C_US06.csv,absI_dev_ema200
