temperature_C,voltage_bin,current_bin,voltage_bin_left_V,voltage_bin_right_V,current_bin_left_A,current_bin_right_A,n_samples,SOC_min_fraction,SOC_max_fraction,SOC_range_fraction,SOC_q25_fraction,SOC_q75_fraction,SOC_IQR_fraction,number_of_profiles_present,dominant_profile_fraction,profile_entropy_bits
0.0,0,12,2.498991249347362,3.1551138939250003,-0.834309995,-0.7446962,40,0.0548658649445542,0.0946100803301918,0.039744215385637605,0.0603162621222492,0.07516498410821718,0.014848721985967976,2,0.875,0.5435644431995964
0.0,0,13,2.498991249347362,3.1551138939250003,-0.7446962,-0.666779041,14,0.0538572037059238,0.1137705506881807,0.05991334698225691,0.062196969403569925,0.07899457128224038,0.016797601878670458,2,0.7857142857142857,0.74959525725948
0.0,0,14,2.498991249347362,3.1551138939250003,-0.666779041,-0.587242305,18,0.0535587961895954,0.1136720939154818,0.0601132977258864,0.05408215526769975,0.0821782427165003,0.02809608744880055,2,0.7222222222222222,0.8524051786494786
0.0,0,15,2.498991249347362,3.1551138939250003,-0.587242305,-0.500507712,12,0.0495135553193534,0.0916222191651214,0.042108663845767995,0.049741759181020445,0.05767423938589052,0.007932480204870078,2,0.75,0.8112781244591328
0.0,0,17,2.498991249347362,3.1551138939250003,-0.500327766,-0.476394743,1,0.0767497853766345,0.0767497853766345,0.0,0.0767497853766345,0.0767497853766345,0.0,1,1.0,-0.0
0.0,0,18,2.498991249347362,3.1551138939250003,-0.476394743,-0.357089669,3,0.0803257815115942,0.0818022095418005,0.0014764280302062976,0.08097644848696364,0.0817146625020668,0.0007382140151031558,1,1.0,-0.0
0.0,0,19,2.498991249347362,3.1551138939250003,-0.357089669,-0.278452694,5,0.0780295060614282,0.0936804601161951,0.015650954054766908,0.080486579235921,0.0867406125555085,0.006254033319587501,2,0.6,0.9709505944546686
0.0,0,20,2.498991249347362,3.1551138939250003,-0.278452694,-0.222129181,1,0.0936393396939436,0.0936393396939436,0.0,0.0936393396939436,0.0936393396939436,0.0,1,1.0,-0.0
0.0,0,24,2.498991249347362,3.1551138939250003,-0.111281633,-0.056397699,10,0.0547447734719637,0.0609492311070312,0.006204457635067502,0.054773273711117204,0.06057587720352708,0.005802603492409873,1,1.0,-0.0
0.0,0,25,2.498991249347362,3.1551138939250003,-0.056397699,-0.054238331,1,0.058652957782638,0.058652957782638,0.0,0.058652957782638,0.058652957782638,0.0,1,1.0,-0.0
0.0,0,26,2.498991249347362,3.1551138939250003,-0.054238331,-0.000254133,1,0.0738232862447071,0.0738232862447071,0.0,0.0738232862447071,0.0738232862447071,0.0,1,1.0,-0.0
0.0,0,29,2.498991249347362,3.1551138939250003,0.000105761,0.081441954,1,0.0869019417230957,0.0869019417230957,0.0,0.0869019417230957,0.0869019417230957,0.0,1,1.0,-0.0
0.0,0,30,2.498991249347362,3.1551138939250003,0.081441954,0.181492671,3,0.0703889101725901,0.0887718907327801,0.018382980560190013,0.07039708562998204,0.07958857591007705,0.009191490280095013,2,0.6666666666666666,0.9182958340544896
0.0,0,31,2.498991249347362,3.1551138939250003,0.181492671,0.34747157269999873,4,0.0787464495914884,0.0788457014033044,9.925181181599796e-05,0.0787713873007477,0.07882114115162064,4.975385087294115e-05,1,1.0,-0.0
0.0,0,33,2.498991249347362,3.1551138939250003,0.499279648,0.870690942,1,0.0921338241797812,0.0921338241797812,0.0,0.0921338241797812,0.0921338241797812,0.0,1,1.0,-0.0
0.0,1,0,3.1551138939250003,3.25954175,-4.0004830421417825,-2.50026226,171,0.2188910111476685,0.5796669394018934,0.3607759282542249,0.3045138538310459,0.49400233384933845,0.18948848001829255,3,0.43859649122807015,1.5249160378354567
0.0,1,1,3.1551138939250003,3.25954175,-2.50026226,-2.116794586,116,0.1043943355138584,0.3230367671646306,0.21864243165077218,0.21860066192875516,0.29247419747127706,0.0738735355425219,3,0.5689655172413793,1.392561495958438
0.0,1,2,3.1551138939250003,3.25954175,-2.116794586,-1.66764605,81,0.1103537446616862,0.2365873012098721,0.1262335565481859,0.1609598859712767,0.1940016616306683,0.03304177565939159,3,0.5185185185185185,1.0818428761245733
0.0,1,3,3.1551138939250003,3.25954175,-1.66764605,-1.474922419,81,0.0954632014126675,0.2369762390226754,0.14151303761000789,0.1434777080212548,0.2000579512904855,0.056580243269230696,3,0.4444444444444444,1.5304930567574824
0.0,1,4,3.1551138939250003,3.25954175,-1.474922419,-1.34176147,59,0.0772973026695965,0.1980335956931204,0.1207362930235239,0.13597697077309778,0.16584547495095925,0.029868504177861466,3,0.4406779661016949,1.539846026719418
0.0,1,5,3.1551138939250003,3.25954175,-1.34176147,-1.14390936494999,48,0.0739230524935993,0.2046663386685264,0.1307432861749271,0.1221127586731409,0.1584858240570389,0.03637306538389799,3,0.4791666666666667,1.4442945951029031
0.0,1,6,3.1551138939250003,3.25954175,-1.14390936494999,-1.11124897,10,0.1280925531872619,0.1606137250893674,0.03252117190210549,0.1421108173159085,0.14891520264680747,0.006804385330898971,3,0.8,0.9219280948873623
0.0,1,7,3.1551138939250003,3.25954175,-1.11124897,-1.0275734421999994,75,0.0748984241264159,0.2116441450955098,0.1367457209690939,0.12650549970883235,0.15126173549033584,0.02475623578150349,3,0.72,1.131314688649721
0.0,1,8,3.1551138939250003,3.25954175,-1.0275734421999994,-1.000221372,12,0.0988885371034867,0.1398564233545546,0.040967886251067884,0.1044439402049388,0.11871888959725702,0.014274949392318215,4,0.4166666666666667,1.8250112108241772
0.0,1,9,3.1551138939250003,3.25954175,-1.000221372,-1.000041485,39,0.1032863863681731,0.1361150262267972,0.032828639858624095,0.11049831875189,0.1161814688556005,0.0056831501037104964,2,0.5384615384615384,0.9957274520849255
0.0,1,10,3.1551138939250003,3.25954175,-1.000041485,-0.897111595,45,0.0756913752029813,0.1420520200677513,0.06636064486477,0.1041837931489575,0.1208173341057328,0.0166335409567753,4,0.28888888888888886,1.9775238440376315
0.0,1,11,3.1551138939250003,3.25954175,-0.897111595,-0.834309995,27,0.0762536979737271,0.1583548728106917,0.0821011748369646,0.08043992223778575,0.1248621806916,0.044422258453814256,3,0.5555555555555556,1.2799749139041574
0.0,1,12,3.1551138939250003,3.25954175,-0.834309995,-0.7446962,44,0.0663631036509272,0.1337810438144391,0.0674179401635119,0.08814534543554407,0.13231899331733107,0.044173647881787,3,0.7045454545454546,0.991258081577138
0.0,1,13,3.1551138939250003,3.25954175,-0.7446962,-0.666779041,36,0.0543555779091797,0.1284446949316208,0.07408911702244111,0.08897530529071834,0.1058181689961057,0.01684286370538736,3,0.6388888888888888,1.084884029276613
0.0,1,14,3.1551138939250003,3.25954175,-0.666779041,-0.587242305,24,0.0544555498266131,0.1292406709832229,0.07478512115660979,0.07566890445333566,0.10673370569798747,0.031064801244651816,3,0.6666666666666666,1.188721875540867
0.0,1,15,3.1551138939250003,3.25954175,-0.587242305,-0.500507712,7,0.0785187261545282,0.1246620205128018,0.04614329435827359,0.10200385457135244,0.1214131402864089,0.019409285715056457,3,0.42857142857142855,1.4488156357251847
0.0,1,17,3.1551138939250003,3.25954175,-0.500327766,-0.476394743,4,0.0788604361991344,0.1023093964477264,0.023448960248592,0.08402173090054202,0.08993844123963565,0.005916710339093634,1,1.0,-0.0
0.0,1,18,3.1551138939250003,3.25954175,-0.476394743,-0.357089669,9,0.0775113276250839,0.0920285915055157,0.0145172638804318,0.0776530518508052,0.0826294142622535,0.00497636241144829,1,1.0,-0.0
0.0,1,19,3.1551138939250003,3.25954175,-0.357089669,-0.278452694,14,0.0764949987230964,0.1014243664490267,0.02492936772593031,0.07824915886817904,0.09346251682955123,0.015213357961372187,2,0.5,1.0
0.0,1,20,3.1551138939250003,3.25954175,-0.278452694,-0.222129181,10,0.0748112482997994,0.1133066453633327,0.03849539706353329,0.07770653922344135,0.08859875794466429,0.010892218721222938,2,0.8,0.7219280948873623
0.0,1,21,3.1551138939250003,3.25954175,-0.222129181,-0.167605147,3,0.0748906597403857,0.0749567622474086,6.610250702290821e-05,0.07490731331210634,0.07494036456561781,3.305125351146798e-05,1,1.0,-0.0
0.0,1,22,3.1551138939250003,3.25954175,-0.167605147,-0.167245254,1,0.1049085079309077,0.1049085079309077,0.0,0.1049085079309077,0.1049085079309077,0.0,1,1.0,-0.0
0.0,1,23,3.1551138939250003,3.25954175,-0.167245254,-0.111281633,5,0.0608997643683795,0.0854399822356458,0.024540217867266303,0.0765576845814002,0.0784885986361122,0.0019309140547119907,2,0.8,0.7219280948873623
0.0,1,24,3.1551138939250003,3.25954175,-0.111281633,-0.056397699,28,0.0546314065271589,0.0828893017082023,0.0282578951810434,0.0547164818242897,0.060870610719737726,0.006154128895448023,2,0.7857142857142857,0.74959525725948
0.0,1,25,3.1551138939250003,3.25954175,-0.056397699,-0.054238331,5,0.0586109817367375,0.0586445126177914,3.353088105390034e-05,0.0586195608252856,0.0586361960622138,1.6635236928200237e-05,1,1.0,-0.0
0.0,1,26,3.1551138939250003,3.25954175,-0.054238331,-0.000254133,3,0.0796414616889427,0.1193221095519077,0.03968064786296499,0.0796418507054091,0.0994821746368916,0.019840323931482495,1,1.0,-0.0
0.0,1,29,3.1551138939250003,3.25954175,0.000105761,0.081441954,6,0.0756708450183998,0.0833260529396747,0.007655207921274901,0.07833031397410155,0.08219635111414575,0.003866037140044201,1,1.0,-0.0
0.0,1,30,3.1551138939250003,3.25954175,0.081441954,0.181492671,4,0.0704218623119337,0.0796340177631983,0.009212155451264595,0.07043431920908985,0.07274981496906238,0.00231549575997253,2,0.75,0.8112781244591328
0.0,1,31,3.1551138939250003,3.25954175,0.181492671,0.34747157269999873,3,0.0788784484055497,0.0789449633125425,6.651490699280393e-05,0.078895074873664,0.0789283323271604,3.325745349640197e-05,1,1.0,-0.0
0.0,1,32,3.1551138939250003,3.25954175,0.34747157269999873,0.499279648,1,0.0738268729552698,0.0738268729552698,0.0,0.0738268729552698,0.0738268729552698,0.0,1,1.0,-0.0
0.0,2,0,3.25954175,3.315428734,-4.0004830421417825,-2.50026226,119,0.3189794730252979,0.6649609355746304,0.34598146254933254,0.4002259410210742,0.6073820354646895,0.20715609444361527,3,0.5546218487394958,1.4274430312938966
0.0,2,1,3.25954175,3.315428734,-2.50026226,-2.116794586,171,0.2173917571910453,0.4610768236012195,0.24368506641017418,0.3178277197404944,0.4075480629612221,0.0897203432207277,3,0.631578947368421,1.312430802347936
0.0,2,2,3.25954175,3.315428734,-2.116794586,-1.66764605,78,0.1199805486192349,0.3340001025171331,0.21401955389789817,0.22185031806901964,0.2684902274670215,0.04663990939800186,3,0.5769230769230769,1.0657433812361539
0.0,2,3,3.25954175,3.315428734,-1.66764605,-1.474922419,48,0.1428173313118015,0.316223861161039,0.17340652984923752,0.18282856686929072,0.23927723355613043,0.056448666686839705,3,0.4583333333333333,1.4990523147991328
0.0,2,4,3.25954175,3.315428734,-1.474922419,-1.34176147,59,0.1261599869685026,0.2353699921586606,0.109210005190158,0.17787521997664224,0.22986381987795546,0.051988599901313215,3,0.5932203389830508,1.3630228876638344
0.0,2,5,3.25954175,3.315428734,-1.34176147,-1.14390936494999,57,0.1176508469823371,0.2054356804713094,0.08778483348897229,0.1534418184845561,0.1851517518160722,0.031709933331516116,3,0.5263157894736842,1.2846682096460251
0.0,2,6,3.25954175,3.315428734,-1.14390936494999,-1.11124897,21,0.142578230299134,0.2232356082535069,0.08065737795437292,0.1730875418047572,0.2212491573152262,0.04816161551046902,3,0.7619047619047619,1.0230370655328809
0.0,2,7,3.25954175,3.315428734,-1.11124897,-1.0275734421999994,78,0.1196524200455358,0.2235662770329407,0.1039138569874049,0.1575494210327134,0.1883815769717005,0.030832155938987083,3,0.6538461538461539,1.2763973767444672
0.0,2,8,3.25954175,3.315428734,-1.0275734421999994,-1.000221372,16,0.1108501467219065,0.1689132159308011,0.058063069208894605,0.1293186439088673,0.14268741720915346,0.013368773300286158,4,0.375,1.764097655573916
0.0,2,9,3.25954175,3.315428734,-1.000221372,-1.000041485,48,0.1110000998150674,0.1801449557748901,0.0691448559598227,0.13276073962690796,0.16935010972501818,0.036589370098110224,2,0.7291666666666666,0.8426578772022391
0.0,2,10,3.25954175,3.315428734,-1.000041485,-0.897111595,65,0.0774683094189503,0.1796973981761666,0.10222908875721629,0.1305420916522618,0.1446552684412205,0.014113176788958709,4,0.4307692307692308,1.8770120021166363
0.0,2,11,3.25954175,3.315428734,-0.897111595,-0.834309995,29,0.0857037821668755,0.1556960818437289,0.0699922996768534,0.1258937556843579,0.135234410395816,0.00934065471145809,3,0.7586206896551724,1.0351401981557098
0.0,2,12,3.25954175,3.315428734,-0.834309995,-0.7446962,39,0.0780993026305522,0.1606749116531857,0.0825756090226335,0.13033705632524106,0.1464630050656433,0.01612594874040224,3,0.4358974358974359,1.5386865868091515
0.0,2,13,3.25954175,3.315428734,-0.7446962,-0.666779041,15,0.0583945036391617,0.172093566469177,0.1136990628300153,0.09906057591565195,0.12394500209576585,0.024884426180113897,3,0.6,1.3709505944546687
0.0,2,14,3.25954175,3.315428734,-0.666779041,-0.587242305,16,0.0766072119045835,0.1426786900814802,0.06607147817689671,0.09954675548900015,0.12655860087834125,0.027011845389341108,3,0.5625,1.4197367178034825
0.0,2,15,3.25954175,3.315428734,-0.587242305,-0.500507712,14,0.0758275809218896,0.1581289232382856,0.08230134231639599,0.1181701681312891,0.12118526140229545,0.0030150932710063527,3,0.42857142857142855,1.5566567074628228
0.0,2,17,3.25954175,3.315428734,-0.500327766,-0.476394743,6,0.0958257796397686,0.0974036479651362,0.001577868325367604,0.0961453457723336,0.09687793113900822,0.0007325853666746152,1,1.0,-0.0
0.0,2,18,3.25954175,3.315428734,-0.476394743,-0.357089669,11,0.0867087344629936,0.1306424579005943,0.043933723437600714,0.0968428172213434,0.10989141028311515,0.013048593061771752,2,0.9090909090909091,0.4394969869215134
0.0,2,19,3.25954175,3.315428734,-0.357089669,-0.278452694,8,0.0915310033068415,0.1293365657610133,0.0378055624541718,0.09523029441100915,0.11474267079500915,0.019512376383999996,3,0.625,1.2987949406953985
0.0,2,20,3.25954175,3.315428734,-0.278452694,-0.222129181,7,0.0745596221393293,0.1132648850833962,0.0387052629440669,0.09246009234329965,0.1131823511479351,0.02072225880463545,2,0.8571428571428571,0.5916727785823275
0.0,2,21,3.25954175,3.315428734,-0.222129181,-0.167605147,14,0.0744935090034411,0.1183323638801862,0.043838854876745104,0.07463405302654244,0.07484915163027583,0.0002150986037333935,3,0.7857142857142857,0.9463729359854419
0.0,2,22,3.25954175,3.315428734,-0.167605147,-0.167245254,9,0.0702418141183955,0.0705166239596449,0.00027480984124940433,0.0702916076946521,0.0704417531702734,0.00015014547562129665,1,1.0,-0.0
0.0,2,23,3.25954175,3.315428734,-0.167245254,-0.111281633,7,0.0703915737662099,0.1133462325717789,0.04295465880556899,0.0704417481215623,0.10337903442313609,0.03293728630157379,2,0.5714285714285714,0.9852281360342515
0.0,2,24,3.25954175,3.315428734,-0.111281633,-0.056397699,13,0.0545306794288528,0.085885255159794,0.031354575730941206,0.0545682843539385,0.0594055829446257,0.004837298590687204,2,0.7692307692307693,0.7793498372920851
0.0,2,25,3.25954175,3.315428734,-0.056397699,-0.054238331,8,0.0585356023561659,0.0585942099188916,5.8607562725701556e-05,0.05855015632842672,0.05857942862177625,2.927229334952902e-05,1,1.0,-0.0
0.0,2,29,3.25954175,3.315428734,0.000105761,0.081441954,3,0.0784376380104565,0.119130113982439,0.0406924759719825,0.07873079539881825,0.0990770333848095,0.02034623798599125,1,1.0,-0.0
0.0,2,30,3.25954175,3.315428734,0.081441954,0.181492671,7,0.0704716899005588,0.0915789835986946,0.0211072936981358,0.0726547177149322,0.08161414665245656,0.008959428937524355,2,0.7142857142857143,0.863120568566631
0.0,2,31,3.25954175,3.315428734,0.181492671,0.34747157269999873,4,0.0789782268776366,0.0790610895107536,8.286263311699238e-05,0.07900317056563258,0.07904882991190787,4.565934627528967e-05,2,0.75,0.8112781244591328
0.0,2,33,3.25954175,3.315428734,0.499279648,0.870690942,1,0.0888334738463191,0.0888334738463191,0.0,0.0888334738463191,0.0888334738463191,0.0,1,1.0,-0.0
0.0,2,34,3.25954175,3.315428734,0.870690942,2.141299015141782,1,0.1159282029269512,0.1159282029269512,0.0,0.1159282029269512,0.1159282029269512,0.0,1,1.0,-0.0
0.0,3,0,3.315428734,3.353172779,-4.0004830421417825,-2.50026226,70,0.4307412892157621,0.7228368262157657,0.2920955370000036,0.49603433844157097,0.6673253279674973,0.17129098952592636,3,0.5142857142857142,1.4802647063524073
0.0,3,1,3.315428734,3.353172779,-2.50026226,-2.116794586,105,0.314794402086162,0.542860220877911,0.22806581879174898,0.3965125577939117,0.513772335150845,0.11725977735693327,3,0.5714285714285714,1.3569202598342625
0.0,3,2,3.315428734,3.353172779,-2.116794586,-1.66764605,77,0.1688035920339254,0.415606132107042,0.2468025400731166,0.2702203538247555,0.3503748928279958,0.08015453900324027,3,0.5324675324675324,1.082571764299898
0.0,3,3,3.315428734,3.353172779,-1.66764605,-1.474922419,56,0.1921992835987829,0.3093642817274744,0.11716499812869147,0.2448450449478522,0.2987730723126585,0.053928027364806286,3,0.39285714285714285,1.5676856845651677
0.0,3,4,3.315428734,3.353172779,-1.474922419,-1.34176147,33,0.1695580394218039,0.2660638329873913,0.09650579356558739,0.2147648304990725,0.2644039921963671,0.049639161697294626,3,0.5151515151515151,1.433780283579579
0.0,3,5,3.315428734,3.353172779,-1.34176147,-1.14390936494999,39,0.1463685276470278,0.2629474571502732,0.11657892950324539,0.1783009127175605,0.24433493083418412,0.06603401811662363,3,0.5384615384615384,1.4572659136233872
0.0,3,6,3.315428734,3.353172779,-1.14390936494999,-1.11124897,13,0.1794389896437623,0.2316840754884378,0.05224508584467552,0.1990388887374165,0.2303537805372387,0.03131489179982222,3,0.8461538461538461,0.7732283485249176
0.0,3,7,3.315428734,3.353172779,-1.11124897,-1.0275734421999994,69,0.1301079927610522,0.2879308067567931,0.1578228139957409,0.1782479748107314,0.2158057354631808,0.037557760652449396,3,0.5652173913043478,1.4098449412673983
0.0,3,8,3.315428734,3.353172779,-1.0275734421999994,-1.000221372,14,0.1404083693001545,0.2007402278497532,0.060331858549598716,0.15552224500289213,0.1832788095850859,0.027756564582193777,4,0.35714285714285715,1.809200032697812
0.0,3,9,3.315428734,3.353172779,-1.000221372,-1.000041485,52,0.1405583053871312,0.2064578254883357,0.06589952010120448,0.16854799683236996,0.19794183431142426,0.029393837479054302,2,0.75,0.8112781244591328
0.0,3,10,3.315428734,3.353172779,-1.000041485,-0.897111595,73,0.1105537793733506,0.2066077732670641,0.09605399389371348,0.1569535976731798,0.1982025368584732,0.041248939185293404,4,0.4794520547945205,1.823305541436235
0.0,3,11,3.315428734,3.353172779,-0.897111595,-0.834309995,27,0.1201116311320674,0.2004469960164322,0.08033536488436481,0.13575661451485538,0.1798948684083794,0.04413825389352402,3,0.48148148148148145,1.5175287893989997
0.0,3,12,3.315428734,3.353172779,-0.834309995,-0.7446962,36,0.0750204663509988,0.2045051986947398,0.129484732343741,0.13956458669574265,0.1709153006244482,0.03135071392870556,3,0.4166666666666667,1.5545851693377994
0.0,3,13,3.315428734,3.353172779,-0.7446962,-0.666779041,36,0.1162869599410607,0.197886439054394,0.08159947911333329,0.12903985753450908,0.1540996346605701,0.025059777126061028,3,0.5833333333333334,1.3284690657933058
0.0,3,14,3.315428734,3.353172779,-0.666779041,-0.587242305,35,0.0740449188104631,0.211489515833103,0.1374445970226399,0.12990516961312598,0.15003226568872435,0.020127096075598372,3,0.4857142857142857,1.4952230009258445
0.0,3,15,3.315428734,3.353172779,-0.587242305,-0.500507712,18,0.1018238050921088,0.1927621532246437,0.09093834813253492,0.10775688679582633,0.14008219513592796,0.032325308340101624,4,0.4444444444444444,1.7107770844150674
0.0,3,16,3.315428734,3.353172779,-0.500507712,-0.500327766,31,0.1010758119895762,0.1069103867099324,0.0058345747203562,0.10193578417283995,0.10594249354667215,0.0040067093738321985,1,1.0,-0.0
0.0,3,17,3.315428734,3.353172779,-0.500327766,-0.476394743,19,0.0978237246328791,0.1511577913002544,0.05333406666737529,0.1023819302582646,0.10627608978130429,0.003894159523039689,2,0.8421052631578947,0.6292492238560345
0.0,3,18,3.315428734,3.353172779,-0.476394743,-0.357089669,7,0.0974733281481863,0.131473182369759,0.0339998542215727,0.11013428379228855,0.13095445464028138,0.020820170847992828,2,0.7142857142857143,0.863120568566631
0.0,3,19,3.315428734,3.353172779,-0.357089669,-0.278452694,8,0.0869005110778394,0.1356061071263742,0.04870559604853479,0.10392200800908495,0.13232424915831265,0.028402241149227694,2,0.75,0.8112781244591328
0.0,3,20,3.315428734,3.353172779,-0.278452694,-0.222129181,18,0.0769767876450906,0.1649209356002513,0.08794414795516071,0.07725043707998172,0.07812142913782617,0.0008709920578444524,2,0.8888888888888888,0.5032583347756457
0.0,3,21,3.315428734,3.353172779,-0.222129181,-0.167605147,31,0.0768440575651033,0.0999935505995063,0.023149493034403,0.07725838587682335,0.07795526928386555,0.0006968834070422009,2,0.9032258064516129,0.4586858162005403
0.0,3,22,3.315428734,3.353172779,-0.167605147,-0.167245254,28,0.0685947906759187,0.0705417160531713,0.0019469253772526063,0.06883788571059522,0.06974862427700285,0.0009107385664076234,1,1.0,-0.0
0.0,3,23,3.315428734,3.353172779,-0.167245254,-0.111281633,45,0.068569704428268,0.1048583248067416,0.03628862037847361,0.0691683853582113,0.0699673869162932,0.0007990015580818938,2,0.9555555555555556,0.2623112196143366
0.0,3,24,3.315428734,3.353172779,-0.111281633,-0.056397699,1,0.0964423324751063,0.0964423324751063,0.0,0.0964423324751063,0.0964423324751063,0.0,1,1.0,-0.0
0.0,3,25,3.315428734,3.353172779,-0.056397699,-0.054238331,15,0.0584177399328239,0.112629240680382,0.05421150074755811,0.0584471098788725,0.05850604348203815,5.8933603165653436e-05,1,1.0,-0.0
0.0,3,26,3.315428734,3.353172779,-0.054238331,-0.000254133,1,0.1021494835764275,0.1021494835764275,0.0,0.1021494835764275,0.1021494835764275,0.0,1,1.0,-0.0
0.0,3,29,3.315428734,3.353172779,0.000105761,0.081441954,2,0.0857570216212308,0.1193224464869348,0.03356542486570399,0.09414837783765681,0.11093109027050879,0.01678271243285198,1,1.0,-0.0
0.0,3,30,3.315428734,3.353172779,0.081441954,0.181492671,6,0.0705046585146433,0.13763241737205,0.06712775885740671,0.07052516345567007,0.08456718141066555,0.014042017954995475,2,0.5,1.0
0.0,3,31,3.315428734,3.353172779,0.181492671,0.34747157269999873,1,0.1165294564377656,0.1165294564377656,0.0,0.1165294564377656,0.1165294564377656,0.0,1,1.0,-0.0
0.0,3,32,3.315428734,3.353172779,0.34747157269999873,0.499279648,1,0.0738935674900846,0.0738935674900846,0.0,0.0738935674900846,0.0738935674900846,0.0,1,1.0,-0.0
0.0,3,33,3.315428734,3.353172779,0.499279648,0.870690942,2,0.078063204878552,0.1409876684514984,0.0629244635729464,0.0937943207717886,0.1252565525582618,0.031462231786473185,1,1.0,-0.0
0.0,3,34,3.315428734,3.353172779,0.870690942,2.141299015141782,1,0.1295330110118507,0.1295330110118507,0.0,0.1295330110118507,0.1295330110118507,0.0,1,1.0,-0.0
0.0,4,0,3.353172779,3.381197453,-4.0004830421417825,-2.50026226,43,0.5006693969241124,0.7511115427748296,0.2504421458507172,0.586104075119435,0.7292517635483321,0.14314768842889714,3,0.46511627906976744,1.5306401102506701
0.0,4,1,3.353172779,3.381197453,-2.50026226,-2.116794586,59,0.4024867139607645,0.5499362056013251,0.14744949164056054,0.45103085914120544,0.5437942749230267,0.09276341578182123,3,0.3898305084745763,1.5735004045144652
0.0,4,2,3.353172779,3.381197453,-2.116794586,-1.66764605,72,0.2663269441681557,0.5125923938650738,0.2462654496969181,0.32090949222260823,0.39509970303920516,0.07419021081659694,2,0.625,0.954434002924965
0.0,4,3,3.353172779,3.381197453,-1.66764605,-1.474922419,82,0.2310322602368563,0.4080233567134615,0.17699109647660521,0.2725441239303791,0.3366945820247857,0.06415045809440661,3,0.4634146341463415,1.5319198536605043
0.0,4,4,3.353172779,3.381197453,-1.474922419,-1.34176147,61,0.2226625985971949,0.3086546529824463,0.08599205438525143,0.2714755547804135,0.3012041968632133,0.029728642082799794,3,0.4918032786885246,1.5076213244090613
0.0,4,5,3.353172779,3.381197453,-1.34176147,-1.14390936494999,36,0.1792554886633632,0.3079979229435954,0.12874243428023222,0.2238924902551559,0.26333781418230234,0.03944532392714645,3,0.6666666666666666,1.0562347841557007
0.0,4,6,3.353172779,3.381197453,-1.14390936494999,-1.11124897,11,0.2260866801749689,0.2606756589137814,0.034588978738812504,0.24425965907087274,0.25976445188013975,0.015504792809267004,2,0.8181818181818182,0.6840384356390417
